Employee ID,Name,Age,Department,Salary ($),Years at Company,Performance Score,Attrition
E1889,Jenna Nguyen,23,Human Resources,73579,19,3.3,No
E1890,Laura Hall,54,Marketing,77624,11,3.8,Yes
E1891,Paula Nguyen,54,IT,110717,20,4.2,No
E1892,Jenna Hall,45,Engineering,105958,17,3.8,No
E1893,George Smith,35,Marketing,96791,16,4.0,No
E1894,Bob Garcia,30,Marketing,110325,14,4.4,No
E1895,Alice Garcia,52,Customer Support,69343,18,4.2,Yes
E1896,Steve Allen,27,Finance,58852,5,4.0,No
E1897,Nina Clark,26,Marketing,117431,9,3.1,Yes
E1898,Ian Kim,22,IT,93224,12,3.5,Yes
E1899,Alice Lopez,25,Sales,81667,6,3.8,No
E1900,Steve Lopez,41,IT,72668,4,4.1,No
E1901,Alice Kim,43,Human Resources,85001,5,4.1,No
E1902,Nina Young,40,Sales,53478,13,3.7,No
E1903,Alice Evans,24,Customer Support,67190,19,4.5,Yes
E1904,Charlie Brown,46,Sales,97929,10,4.0,No
E1905,Dana Lee,56,Marketing,78910,18,4.2,No
E1906,Quentin Lee,57,IT,50856,13,3.4,No
E1907,Nina Scott,48,IT,86898,9,4.1,No
E1908,Oscar Lee,47,Customer Support,70158,20,4.2,No
E1909,Edward White,43,Marketing,77535,10,4.1,No
E1910,Quentin Allen,28,Human Resources,73147,8,4.1,No
E1911,Michael Young,56,Marketing,69957,10,3.3,Yes
E1912,George Adams,29,IT,119455,10,3.9,No
E1913,Alice White,54,IT,90152,0,3.4,No
E1914,Rachel Allen,23,Sales,64260,6,3.8,No
E1915,Laura Scott,40,Customer Support,79427,16,3.8,No
E1916,Quentin Nguyen,57,Sales,92637,5,3.6,Yes
E1917,Nina Garcia,52,Engineering,45368,4,4.2,No
E1918,Bob Adams,47,Finance,46756,14,3.9,No
E1919,Steve White,28,Sales,99405,17,4.3,No
E1920,George Baker,55,Sales,115619,2,4.0,No
E1921,Fiona Evans,31,Engineering,54990,9,3.6,No
E1922,Alice Young,30,IT,111385,11,5.0,No
E1923,Oscar White,50,Marketing,70794,19,4.6,No
E1924,Dana Brown,47,Human Resources,96575,20,4.1,No
E1925,George Lopez,60,Finance,86607,8,4.0,No
E1926,Bob Evans,47,Sales,104605,2,5.0,No
E1927,Rachel Kim,45,Engineering,46392,7,3.5,Yes
E1928,Rachel Allen,46,Customer Support,77071,16,4.2,No
E1929,Michael Brown,55,Marketing,71159,5,3.6,No
E1930,George White,30,IT,102978,12,4.0,No
E1931,Tina White,39,Engineering,115948,12,4.1,No
E1932,Tina Johnson,57,Marketing,58601,5,4.4,No
E1933,Paula Allen,46,Sales,118633,9,3.4,No
E1934,Laura Nguyen,46,Finance,89382,18,3.5,No
E1935,Ian Clark,45,IT,109848,17,4.5,No
E1936,Oscar Lee,34,IT,50935,10,4.6,No
E1937,Michael Evans,23,Human Resources,70005,10,4.1,No
E1938,Charlie Patel,28,Engineering,100003,4,5.0,No
E1939,Charlie Clark,31,Sales,82266,7,4.3,No
E1940,Edward Brown,55,Customer Support,111933,4,4.6,No
E1941,Hannah Young,24,Human Resources,50464,5,4.7,No
E1942,Jenna Walker,52,Sales,57969,13,3.9,Yes
E1943,Bob Clark,27,Finance,61257,13,3.8,Yes
E1944,Ian White,35,Customer Support,64321,16,4.1,No
E1945,Alice Garcia,58,Engineering,110573,3,4.5,No
E1946,George Lee,48,Customer Support,109525,12,4.3,No
E1947,Laura Carter,24,IT,73756,17,4.3,No
E1948,Quentin Adams,26,Customer Support,45548,0,3.7,No
E1949,Steve Hall,38,Sales,73433,9,4.1,Yes
E1950,Jenna Lopez,35,Sales,70632,19,3.8,No
E1951,Hannah Lee,53,Marketing,78020,4,3.3,No
E1952,Kevin Smith,52,Finance,70533,0,5.0,Yes
E1953,Nina Kim,41,Human Resources,76778,12,4.2,No
E1954,Nina Young,55,Customer Support,99577,8,3.8,No
E1955,Tina Adams,44,Marketing,114373,7,3.6,No
E1956,Steve Scott,34,Human Resources,95234,8,4.0,No
E1957,Edward Baker,34,IT,115191,4,4.2,No
E1958,Edward Lopez,45,Sales,47958,8,4.0,No
E1959,Charlie Carter,43,Customer Support,114572,16,4.2,Yes
E1960,Rachel Young,34,IT,59939,8,5.0,No
E1961,Michael Smith,43,Human Resources,85640,6,4.9,Yes
E1962,Paula White,39,Marketing,115634,16,3.8,Yes
E1963,Michael Clark,60,Sales,49340,20,4.6,Yes
E1964,Bob White,31,Customer Support,114897,5,4.3,No
E1965,Hannah White,38,Human Resources,63000,12,4.3,No
E1966,Edward Allen,58,IT,110983,3,4.3,No
E1967,Bob Smith,47,Customer Support,75119,19,4.1,Yes
E1968,Kevin White,26,Customer Support,45908,6,3.3,Yes
E1969,Fiona White,32,Marketing,47432,15,3.9,Yes
E1970,Kevin Lee,41,Engineering,68213,17,4.1,Yes
E1971,Bob Adams,30,Sales,89226,2,3.7,No
E1972,George Carter,57,Finance,45788,3,4.2,No
E1973,Michael Walker,31,Marketing,114739,15,3.7,Yes
E1974,Steve Lopez,58,Customer Support,74842,13,5.0,Yes
E1975,Oscar White,29,IT,49551,5,4.6,Yes
E1976,Kevin White,40,Engineering,47608,18,3.9,No
E1977,Charlie Nguyen,36,Customer Support,65656,6,4.2,No
E1978,Quentin Allen,44,Engineering,115378,15,3.5,Yes
E1979,Paula Baker,44,Finance,55831,18,3.7,No
E1980,Rachel Kim,54,Engineering,48948,1,3.5,No
E1981,Dana Hall,47,Sales,78469,8,4.1,No
E1982,Hannah Lee,33,Sales,52098,14,3.7,No
E1983,Laura Carter,57,Engineering,52173,11,3.4,Yes
E1984,Fiona Patel,31,Engineering,101687,8,3.9,Yes
E1985,Rachel Johnson,58,IT,115268,20,3.7,No
E1986,Edward Johnson,32,Customer Support,93760,12,4.3,No
E1987,Paula Hall,25,Engineering,56778,1,4.1,Yes
E1988,Bob Baker,50,Engineering,54199,9,4.2,No
E1989,Kevin Garcia,33,Human Resources,117199,14,4.1,No
E1990,Edward Evans,45,Engineering,116220,9,4.9,No
E1991,Paula Smith,60,IT,93069,4,4.9,No
E1992,Paula Clark,58,Marketing,45520,4,4.3,No
E1993,Nina White,49,Customer Support,83693,7,3.5,No
E1994,Nina Evans,31,IT,77265,2,3.2,Yes
E1995,Alice Hall,49,Marketing,68828,1,3.8,Yes
E1996,Kevin Nguyen,55,Customer Support,72059,10,3.6,No
E1997,Hannah Young,52,IT,55201,9,3.9,No
E1998,Alice Evans,58,Engineering,60738,2,4.6,No
E1999,George Lopez,48,Sales,99936,3,3.6,No
E2000,George Carter,41,Human Resources,99346,0,4.2,No
E2001,Steve Baker,24,Sales,102922,8,4.5,No
E2002,Alice Young,58,IT,83141,5,3.3,No
E2003,Steve Baker,39,Marketing,116157,10,4.0,No
E2004,Ian Baker,33,Finance,84810,15,4.5,Yes
E2005,Dana White,42,Engineering,71765,0,3.3,No
E2006,Michael Brown,33,IT,47356,20,3.8,No
E2007,Quentin Smith,52,Finance,112447,0,3.1,Yes
E2008,Ian White,41,IT,53502,14,3.5,No
E2009,Nina Evans,56,Marketing,56320,10,4.4,No
E2010,Oscar Walker,34,Engineering,72356,19,3.9,Yes
E2011,Jenna Brown,43,Sales,87804,18,4.4,No
E2012,Ian Patel,25,IT,116578,14,3.8,No
E2013,Michael Kim,56,Customer Support,45631,8,3.4,No
E2014,Rachel White,49,Sales,82799,11,5.0,Yes
E2015,George Scott,27,Marketing,106901,10,4.3,No
E2016,Quentin Garcia,49,Human Resources,116488,8,3.9,No
E2017,Tina Lee,43,Marketing,117334,9,4.5,No
E2018,Laura Carter,33,Sales,86138,0,3.7,No
E2019,Rachel Patel,33,Finance,54078,2,4.0,No
E2020,Edward White,52,Marketing,114350,13,3.6,Yes
E2021,Tina Lee,33,Human Resources,97466,3,3.5,No
E2022,George Walker,50,Marketing,114229,12,3.0,No
E2023,Oscar Lee,22,Marketing,116434,13,3.7,No
E2024,Rachel Scott,48,IT,60071,3,4.7,No
E2025,Quentin Hall,23,Human Resources,53543,15,4.7,No
E2026,George Clark,51,IT,88388,16,3.8,No
E2027,Charlie Allen,51,IT,97356,20,4.2,No
E2028,Tina Carter,29,Customer Support,69799,4,3.9,Yes
E2029,Kevin Lopez,37,Engineering,92870,17,3.8,No
E2030,Bob Carter,49,Human Resources,87360,19,4.9,No
E2031,Charlie White,53,Finance,83319,20,4.7,No
E2032,Hannah Brown,45,Marketing,46389,18,4.0,Yes
E2033,Charlie Johnson,40,Marketing,89881,8,4.8,No
E2034,Charlie Baker,23,IT,83448,19,4.3,No
E2035,Dana Adams,60,Human Resources,76953,2,4.7,No
E2036,Quentin Young,37,IT,59871,1,4.5,Yes
E2037,Bob White,41,Customer Support,119508,17,2.9,No
E2038,George Allen,37,Customer Support,66143,15,4.0,No
E2039,Steve Hall,43,Customer Support,83477,13,3.6,No
E2040,Bob Young,33,Finance,106465,4,2.9,No
E2041,Ian Young,54,Customer Support,78351,2,4.7,No
E2042,Edward Patel,41,Engineering,91468,0,4.8,No
E2043,Dana Smith,30,Marketing,88196,9,4.3,No
E2044,Nina Hall,47,IT,109332,6,3.3,No
E2045,Michael Garcia,29,Customer Support,114351,7,4.1,No
E2046,Charlie Garcia,39,IT,59363,12,3.8,Yes
E2047,Fiona Brown,48,Marketing,62949,7,4.4,No
E2048,Steve Walker,37,Human Resources,108126,2,3.4,Yes
E2049,Kevin Hall,23,Human Resources,117914,20,3.8,No
E2050,Kevin Walker,22,Customer Support,100624,20,3.4,No
E2051,Dana White,45,Marketing,86127,0,4.1,Yes
E2052,Dana Kim,28,Human Resources,96528,1,3.2,No
E2053,Fiona Smith,54,Human Resources,48783,19,4.9,No
E2054,Bob Lopez,57,Finance,57536,2,4.2,No
E2055,Rachel Brown,50,IT,54586,19,3.4,No
E2056,Fiona Brown,46,Marketing,96436,18,4.0,No
E2057,Laura Brown,40,Sales,106488,1,4.4,No
E2058,Michael Allen,47,Customer Support,51487,3,3.7,No
E2059,Quentin Baker,47,Customer Support,115695,8,3.7,No
E2060,Ian Lee,40,Finance,56315,13,4.1,No
E2061,Tina White,40,Human Resources,50474,10,3.6,Yes
E2062,Nina Walker,28,Finance,96020,1,4.7,Yes
E2063,Steve Allen,37,Marketing,91429,8,4.0,No
E2064,Tina Smith,24,Engineering,73276,0,2.9,No
E2065,Steve Kim,38,Marketing,113042,14,4.1,No
E2066,Bob Brown,42,Marketing,119017,13,3.9,No
E2067,Quentin Young,54,Finance,79068,0,4.3,No
E2068,Charlie Smith,30,Sales,105063,6,4.1,No
E2069,Rachel Adams,27,Marketing,60247,10,4.4,No
E2070,Nina Allen,31,IT,107079,18,4.2,No
E2071,Rachel Scott,50,Sales,71699,9,3.4,No
E2072,Michael White,54,Finance,67777,4,4.4,No
E2073,Rachel Johnson,36,Engineering,92910,3,3.6,No
E2074,Ian Kim,51,Sales,93634,9,4.8,No
E2075,Steve White,60,Customer Support,46237,20,4.4,No
E2076,Dana White,37,Engineering,79236,18,4.3,Yes
E2077,Nina Lopez,51,Customer Support,119486,13,4.4,No
E2078,Steve Allen,22,Engineering,117918,3,3.6,No
E2079,Quentin Smith,59,Marketing,46709,11,4.3,Yes
E2080,George Hall,34,Engineering,106389,4,3.7,Yes
E2081,Quentin Brown,52,Sales,84808,8,4.5,Yes
E2082,Bob Johnson,55,IT,52612,4,4.1,No
E2083,Alice Kim,44,Human Resources,90458,12,3.7,No
E2084,Paula Lee,39,IT,74241,0,5.0,No
E2085,Dana Baker,60,Finance,50193,19,4.4,No
E2086,Ian Johnson,35,IT,109572,20,3.9,Yes
E2087,Bob Lee,22,Human Resources,93002,11,4.1,No
E2088,Kevin Lopez,38,Customer Support,74405,4,3.9,Yes
E2089,Alice Nguyen,34,Marketing,58360,2,4.8,No
E2090,Alice Scott,52,Customer Support,91757,15,4.5,No
E2091,Ian Lee,45,Customer Support,95967,13,4.3,No
E2092,George Brown,53,Marketing,88561,0,4.7,No
E2093,Michael Brown,39,Sales,56853,2,4.4,No
E2094,Laura Scott,43,IT,81417,20,4.1,No
E2095,Rachel Smith,24,IT,93273,4,4.7,No
E2096,Jenna Smith,43,Engineering,85964,17,3.4,Yes
E2097,Nina White,38,Engineering,72730,10,3.9,No
E2098,Quentin Johnson,22,Finance,56079,13,3.9,Yes
E2099,Steve Johnson,34,IT,95080,16,5.0,No
E2100,Quentin Allen,23,IT,105267,11,4.7,No
E2101,Steve Brown,35,Finance,49688,14,4.2,No
E2102,Alice Garcia,55,Sales,79575,0,2.9,No
E2103,Dana Lopez,29,Customer Support,71987,12,4.4,No
E2104,Quentin Patel,44,IT,88885,20,3.7,No
E2105,Steve Clark,58,IT,99673,2,3.8,No
E2106,Jenna Scott,23,Sales,69266,15,3.8,No
E2107,Laura Brown,59,Customer Support,79435,17,3.6,No
E2108,Hannah Smith,38,IT,47042,2,5.0,Yes
E2109,Edward Scott,22,Marketing,46201,0,4.0,No
E2110,Michael Lopez,49,Human Resources,63842,16,4.8,Yes
E2111,Fiona Young,46,Human Resources,114315,5,5.0,Yes
E2112,Tina Lee,43,Finance,88579,16,5.0,No
E2113,Hannah White,24,Sales,57856,11,4.2,Yes
E2114,Hannah Evans,57,IT,111183,8,3.7,Yes
E2115,Paula Brown,55,Finance,109063,5,4.0,No
E2116,Nina Patel,42,Human Resources,111330,3,3.0,Yes
E2117,Paula Nguyen,46,Finance,68851,20,4.0,No
E2118,Charlie Young,57,Marketing,77709,12,4.6,Yes
E2119,Paula Evans,51,Sales,54879,18,3.5,No
E2120,Steve Johnson,39,Engineering,79339,2,4.4,Yes
E2121,Jenna Johnson,44,IT,58221,14,3.6,No
E2122,Dana Adams,56,Engineering,81281,0,4.4,No
E2123,Tina Walker,27,Marketing,116003,1,3.6,No
E2124,Steve Lopez,50,Marketing,89445,4,3.9,No
E2125,Ian Kim,39,Finance,62621,4,4.1,No
E2126,Steve Nguyen,53,Finance,64910,4,3.7,No
E2127,Kevin Smith,51,Finance,48440,11,4.0,No
E2128,Dana Lee,34,Sales,64499,14,4.3,No
E2129,Edward Evans,44,Human Resources,96795,18,4.0,No
E2130,Ian Lee,58,Customer Support,55880,19,3.7,Yes
E2131,Jenna Lopez,59,Customer Support,55159,10,3.8,Yes
E2132,Hannah Smith,58,Customer Support,45645,19,4.2,No
E2133,Jenna Baker,36,IT,86075,2,4.6,No
E2134,Alice Young,57,Customer Support,112258,14,4.1,Yes
E2135,Rachel Baker,59,IT,95226,17,4.6,No
E2136,Tina Scott,50,Finance,92752,2,4.3,No
E2137,Laura Adams,25,Marketing,113556,12,4.1,No
E2138,Hannah Nguyen,35,IT,111344,4,3.9,No
E2139,Edward Scott,40,Human Resources,96065,14,4.1,No
E2140,Fiona Brown,29,Engineering,47924,13,4.5,Yes
E2141,Quentin Scott,53,Customer Support,61658,13,3.1,No
E2142,Paula Young,22,Human Resources,64344,2,3.2,No
E2143,Steve Garcia,26,Sales,91918,13,3.6,No
E2144,Jenna Lopez,23,Finance,111270,5,4.0,No
E2145,Quentin Allen,44,Finance,97452,11,4.3,No
E2146,Steve Carter,49,Sales,66532,9,4.7,No
E2147,Alice Nguyen,32,Engineering,114511,14,5.0,No
E2148,Paula Clark,22,Sales,74050,19,4.1,Yes
E2149,Dana Hall,50,IT,117897,7,4.0,No
E2150,Kevin Allen,52,Finance,83621,9,3.3,No
E2151,Paula Carter,57,IT,107019,20,3.7,No
E2152,Alice Adams,32,Finance,104693,2,3.6,No
E2153,Fiona Adams,39,Sales,114518,19,4.1,No
E2154,George Garcia,40,Sales,81153,16,3.7,No
E2155,Laura Patel,56,Customer Support,56070,1,4.8,No
E2156,Ian Baker,39,Human Resources,79446,19,4.7,No
E2157,Charlie Nguyen,52,IT,57224,1,4.2,Yes
E2158,Jenna Nguyen,56,Sales,106514,11,4.2,Yes
E2159,Fiona Garcia,50,Sales,47926,7,3.0,No
E2160,Charlie Evans,56,Human Resources,70821,15,4.0,No
E2161,Tina Young,22,Sales,87218,20,4.7,No
E2162,Nina Adams,41,IT,71094,5,4.1,No
E2163,Tina White,43,Customer Support,52528,19,3.8,No
E2164,Michael Johnson,54,Finance,117881,11,4.1,No
E2165,Paula Hall,36,Customer Support,90232,4,4.3,No
E2166,Quentin Kim,23,Sales,102334,6,3.9,No
E2167,Rachel Kim,37,Engineering,78932,0,3.7,No
E2168,Bob Young,36,Marketing,51263,1,4.2,No
E2169,Kevin Lee,46,Human Resources,115840,16,4.6,No
E2170,Fiona Johnson,22,Finance,88242,16,4.4,No
E2171,Alice Smith,24,Customer Support,113476,16,4.3,No
E2172,Jenna Garcia,30,Engineering,102773,14,3.6,Yes
E2173,Ian Lee,57,Engineering,65373,2,3.7,No
E2174,George Hall,59,Finance,119709,12,5.0,No
E2175,Dana White,41,Engineering,73547,14,4.3,No
E2176,Fiona Carter,56,Engineering,47672,5,3.3,No
E2177,Edward Evans,38,Marketing,112675,12,5.0,Yes
E2178,Ian Smith,38,Sales,81048,4,4.3,No
E2179,George Patel,50,Engineering,50138,13,3.6,No
E2180,Hannah Hall,31,Finance,105023,0,3.9,No
E2181,Rachel Kim,52,Marketing,46179,0,3.8,No
E2182,Edward Adams,50,IT,88984,10,4.2,No
E2183,Fiona White,46,Finance,99472,20,4.4,No
E2184,Tina Brown,22,IT,84430,16,3.8,Yes
E2185,Quentin Lopez,53,IT,106782,19,3.7,Yes
E2186,Ian Lee,57,Marketing,116017,15,5.0,No
E2187,Charlie Brown,56,Customer Support,92863,13,5.0,Yes
E2188,Tina Allen,44,IT,49498,17,3.7,No
E2189,Laura Scott,41,Sales,66571,16,4.0,No
E2190,Jenna Young,44,Marketing,99313,2,5.0,No
E2191,Alice Carter,26,Engineering,115818,1,3.8,No
E2192,Oscar Nguyen,39,Finance,69566,5,4.4,No
E2193,Jenna Patel,44,IT,113285,10,3.4,Yes
E2194,Oscar Walker,54,Finance,99697,18,3.4,No
E2195,Laura Johnson,32,Finance,119735,10,4.7,No
E2196,Charlie Lopez,60,Customer Support,64740,10,3.9,No
E2197,Paula Garcia,29,IT,96206,12,3.5,No
E2198,Dana Kim,25,Sales,85604,2,4.2,No
E2199,Tina Adams,47,Customer Support,50645,16,3.4,No
E2200,Michael Johnson,46,Human Resources,117205,10,4.3,No
E2201,Hannah Clark,27,IT,58646,7,4.1,No
E2202,Steve Kim,57,Engineering,56197,6,4.7,No
E2203,Bob Garcia,49,Human Resources,59385,4,4.6,Yes
E2204,Edward White,58,Engineering,108217,2,3.4,No
E2205,Paula White,50,Sales,93105,4,3.9,No
E2206,George Patel,58,IT,91393,0,4.4,No
E2207,Nina Clark,31,Human Resources,109485,7,4.3,No
E2208,Hannah Garcia,50,Human Resources,56524,19,3.6,No
E2209,Ian Lopez,38,Marketing,60098,10,5.0,No
E2210,Bob Adams,60,Customer Support,88421,4,3.6,No
E2211,Bob White,24,IT,55401,16,4.5,No
E2212,Oscar Clark,56,Engineering,117051,4,5.0,No
E2213,Ian White,48,Engineering,57450,15,3.3,No
E2214,Edward Patel,52,Engineering,113222,11,3.7,No
E2215,Oscar Kim,48,IT,49688,5,4.4,No
E2216,Edward Patel,41,Sales,86302,17,4.5,No
E2217,Dana White,38,Engineering,61241,12,4.1,No
E2218,Ian Smith,43,Engineering,101760,18,4.3,No
E2219,Michael Evans,36,Customer Support,106425,8,4.5,No
E2220,Steve Hall,56,Sales,103607,18,4.4,No
E2221,Tina Allen,37,Human Resources,54928,19,3.7,No
E2222,George Baker,41,Engineering,79097,3,4.2,No
E2223,George Lopez,48,IT,66637,5,4.1,No
E2224,Ian Carter,49,Marketing,57668,0,4.9,No
E2225,Ian Patel,45,Human Resources,62223,11,3.7,No
E2226,Tina Carter,36,Marketing,107777,13,4.0,No
E2227,Hannah Allen,37,Sales,56544,16,4.6,No
E2228,Alice Nguyen,52,Marketing,47198,13,3.5,No
E2229,Laura Scott,39,Customer Support,66584,20,4.2,No
E2230,Bob Young,49,Sales,101389,19,3.8,No
E2231,Rachel Lopez,59,Engineering,95692,9,4.2,No
E2232,Paula Lee,50,Customer Support,77762,2,3.3,No
E2233,Oscar Kim,35,Marketing,60124,3,4.5,No
E2234,Oscar Clark,27,Engineering,112369,11,4.1,No
E2235,Tina Patel,28,Engineering,60248,13,4.3,No
E2236,George Lopez,36,Engineering,93933,5,4.1,No
E2237,Jenna Nguyen,30,Sales,72569,4,3.7,No
E2238,Quentin White,34,Engineering,86488,1,4.9,No
E2239,Charlie Clark,47,Finance,76801,8,4.4,No
E2240,Fiona Scott,26,IT,83951,13,3.6,No
E2241,Quentin Baker,58,Engineering,55912,1,4.1,No
E2242,Fiona Garcia,51,Finance,95258,10,3.6,Yes
E2243,Nina Hall,54,Customer Support,49441,4,4.4,No
E2244,Ian Carter,45,Sales,86946,20,3.4,No
E2245,Alice Lee,53,Customer Support,106229,5,4.8,No
E2246,Paula Lee,50,IT,107636,12,4.2,No
E2247,Jenna White,30,Engineering,94403,15,3.3,No
E2248,Jenna Allen,34,Sales,99539,2,3.8,Yes
E2249,Rachel White,25,Finance,51711,12,3.0,No
E2250,Laura Lopez,32,Sales,109536,6,3.6,No
E2251,Kevin Allen,31,IT,92560,17,3.2,No
E2252,Charlie Hall,52,Engineering,98062,1,3.7,No
E2253,Hannah Lopez,23,Engineering,117878,18,3.8,No
E2254,Jenna Young,37,Customer Support,74315,12,3.5,No
E2255,Bob Johnson,33,Sales,80742,15,4.1,Yes
E2256,Hannah Young,33,Customer Support,92654,9,4.4,No
E2257,Quentin Young,41,Sales,64298,19,4.4,No
E2258,Jenna Allen,57,Engineering,117170,14,4.1,No
E2259,Jenna Allen,29,Engineering,81283,6,3.5,Yes
E2260,Michael Scott,38,Engineering,75090,7,3.8,Yes
E2261,Edward Brown,30,Engineering,89580,17,4.2,No
E2262,Edward Patel,47,IT,48534,11,3.8,No
E2263,Kevin Evans,48,Customer Support,72122,11,4.3,No
E2264,Rachel Garcia,30,Engineering,72003,19,3.9,No
E2265,Alice Lopez,27,Engineering,49487,14,3.8,No
E2266,Laura Kim,45,IT,92216,14,3.7,No
E2267,Hannah Baker,27,IT,72724,3,3.9,No
E2268,Bob Garcia,50,Sales,72815,15,3.9,No
E2269,George Hall,51,Customer Support,88923,5,4.7,Yes
E2270,Kevin Walker,59,Sales,64967,15,4.1,No
E2271,Kevin Lopez,29,Human Resources,118001,2,3.4,No
E2272,Alice Scott,46,IT,114483,17,4.1,No
E2273,Rachel Hall,35,Engineering,54329,6,3.8,No
E2274,Laura Kim,33,Marketing,102416,5,4.2,No
E2275,Charlie Clark,31,Sales,67658,16,4.2,No
E2276,Tina Scott,49,Sales,119330,20,4.1,No
E2277,Tina Smith,52,Finance,55672,3,4.7,No
E2278,Rachel Patel,32,IT,45261,6,3.6,No
E2279,Kevin Carter,37,Sales,89282,3,3.8,No
E2280,Dana White,46,Finance,76190,16,3.9,No
E2281,Hannah Smith,37,Marketing,118128,16,5.0,No
E2282,Ian Hall,43,Human Resources,66022,20,4.3,No
E2283,Steve White,59,Finance,69416,6,4.4,No
E2284,Rachel Patel,56,Human Resources,113032,15,3.9,No
E2285,Alice Adams,41,Sales,97094,7,4.3,No
E2286,Nina Scott,25,Human Resources,101219,18,4.0,No
E2287,Edward Walker,42,IT,55032,4,4.6,No
E2288,Fiona Baker,22,Customer Support,104055,13,3.6,No
E2289,Alice Carter,24,Customer Support,84125,5,4.2,No
E2290,Charlie Johnson,29,IT,81460,19,4.7,Yes
E2291,Steve Brown,28,Customer Support,78422,19,4.5,No
E2292,Charlie Nguyen,52,Engineering,55057,13,4.0,No
E2293,Charlie Adams,56,Marketing,71985,10,4.0,No
E2294,Quentin Young,58,IT,77301,12,3.7,No
E2295,Hannah Scott,33,Human Resources,55559,18,4.3,No
E2296,Edward Walker,56,Sales,65459,3,3.4,No
E2297,Steve White,52,Customer Support,68783,7,3.7,No
E2298,Charlie Carter,55,Human Resources,51541,1,4.2,Yes
E2299,Ian Kim,52,Sales,46287,6,2.9,No
E2300,Fiona Lee,52,Finance,78046,6,4.2,No
E2301,Michael White,52,Engineering,116126,18,4.0,No
E2302,Ian Adams,34,Marketing,47758,8,3.5,No
E2303,Tina Young,38,Human Resources,103878,8,4.3,No
E2304,Ian Evans,50,Sales,98488,9,3.8,No
E2305,Tina Lopez,44,Marketing,46901,14,4.6,No
E2306,Kevin Nguyen,50,Customer Support,82915,0,3.5,No
E2307,Nina Walker,41,Engineering,94402,15,4.3,No
E2308,Ian Patel,54,IT,99536,5,3.3,No
E2309,Charlie Garcia,42,Finance,48947,20,3.9,No
E2310,Michael Allen,43,Sales,87672,5,3.4,No
E2311,Tina Garcia,55,IT,49464,7,3.2,No
E2312,Paula Young,30,Sales,108563,14,3.9,No
E2313,Steve Young,22,Human Resources,93313,19,4.5,No
E2314,Hannah Baker,33,Marketing,102142,1,3.6,No
E2315,Quentin Allen,33,Human Resources,92370,6,3.5,No
E2316,Kevin White,53,Human Resources,84424,20,3.9,No
E2317,Hannah Walker,27,Sales,56102,20,4.4,No
E2318,Hannah Johnson,29,Customer Support,67144,16,4.7,Yes
E2319,Edward Scott,57,Engineering,113472,18,4.0,No
E2320,Oscar Carter,55,Human Resources,98095,0,3.6,No
E2321,George Patel,36,Finance,67508,20,4.0,No
E2322,Ian Brown,55,Engineering,112267,4,3.6,No
E2323,Kevin Johnson,32,Marketing,113157,12,3.7,No
E2324,Rachel Lopez,56,Finance,67007,11,4.7,Yes
E2325,George Lee,26,Customer Support,93918,19,4.2,No
E2326,Dana Young,59,Human Resources,69666,6,4.2,Yes
E2327,Bob Adams,56,Human Resources,115669,2,3.9,No
E2328,Bob Walker,46,Sales,66278,18,3.7,No
E2329,Edward Adams,59,Customer Support,55987,2,4.7,No
E2330,George Hall,32,IT,114927,16,4.3,No
E2331,Alice Brown,34,Human Resources,50638,18,4.0,Yes
E2332,Paula Hall,48,Marketing,102131,7,3.7,No
E2333,Edward Baker,46,Sales,90570,3,4.1,Yes
E2334,Alice Kim,32,IT,80450,1,4.3,No
E2335,Rachel Hall,54,Engineering,51479,10,4.2,No
E2336,Charlie Garcia,33,IT,50068,4,3.6,No
E2337,Nina Brown,25,Engineering,116520,20,3.5,No
E2338,Steve Smith,23,Customer Support,108819,6,3.5,No
E2339,Hannah Young,23,Human Resources,96022,14,5.0,No
E2340,Hannah Young,26,Finance,98806,14,4.4,No
E2341,Paula Adams,51,Marketing,45655,14,3.9,No
E2342,Rachel Baker,59,Human Resources,84529,14,4.2,No
E2343,Jenna Garcia,48,Finance,57461,4,3.9,No
E2344,Nina Carter,46,IT,80189,10,4.2,No
E2345,Dana Lee,37,IT,71655,11,3.3,Yes
E2346,Steve White,48,Human Resources,83557,19,4.3,No
E2347,Hannah Adams,26,Human Resources,113567,7,4.5,No
E2348,Nina Clark,43,Customer Support,57311,8,3.9,Yes
E2349,Jenna Allen,38,Customer Support,93602,16,4.1,No
E2350,Oscar Hall,29,Sales,73918,16,4.8,No
E2351,George Walker,38,Customer Support,72530,8,3.7,No
E2352,Edward Clark,23,Engineering,49556,3,4.3,No
E2353,Kevin Adams,56,Marketing,117760,10,4.1,Yes
E2354,Dana Johnson,27,Engineering,51415,6,3.9,Yes
E2355,Rachel Nguyen,30,IT,100732,1,4.0,No
E2356,Paula Johnson,43,Human Resources,52178,4,4.4,No
E2357,Bob Adams,46,Marketing,82164,6,3.7,No
E2358,Laura White,38,IT,54440,17,4.8,No
E2359,Nina Scott,39,Finance,50403,6,3.2,No
E2360,Nina Lee,31,Customer Support,61530,3,4.6,No
E2361,Alice Carter,35,Sales,110181,12,3.5,No
E2362,Hannah Brown,43,Marketing,93775,16,4.1,No
E2363,Fiona Young,41,Customer Support,51241,4,4.2,No
E2364,Nina Allen,49,Engineering,115968,8,3.8,No
